TYPOLOGIE ETABLISSEMENT,CLASSEMENT,NOM COMMERCIAL,ADRESSE,CODE POSTAL,COMMUNE,TELEPHONE,COURRIEL,SITE INTERNET,CAPACITE D'ACCUEIL (PERSONNES),NOMBRE DE CHAMBRES,NOMBRE D'EMPLACEMENTS,NOMBRE D'UNITES D'HABITATION (résidences de tourisme),NOMBRE D'UNITES D'HABITATION (villages de vacances),coordonnees,Nom du département,Nom de la région
HÔTEL,3 étoiles,INTER HÔTEL COSTIÈRES NÎMES,205 rue Tony Garnier,30900,NÎMES,0466382400,gregoirejmc@wanadoo.fr,http://www.hotel-costieres.com,106,48,,,,"43.814839,4.344357",GARD,OCCITANIE
HÔTEL,3 étoiles,HÔTEL DE LA SOLENZARA,Quartier Du Palais,20145,SARI-SOLENZARA,0495574218,info@lasolenzara.com,http://www.lasolenzara.com,80,35,,,,"41.837165,9.36978",CORSE-DU-SUD,CORSE
HÔTEL,3 étoiles,HÔTEL IBIS DIJON CENTRE CLÉMENCEAU,2 avenue de MARBOTTE,21000,DIJON,0380746730,h5640@accor.com,http://www.accorhotels.com/fr/hotel-5640-ibis-dijon-centre-clemenceau/index.shtml,204,102,,,,"47.328979,5.051195",COTE-D'OR,BOURGOGNE-FRANCHE-COMTE
HÔTEL,2 étoiles,HÔTEL RESTAURANT BALLADINS,"rue Jean Baptiste Delambre, Zac de l'Arc",80330,LONGUEAU,0322539070,amiens@balladins.com,http://www.balladin.com,94,47,,,,"49.871752,2.366911",SOMME,HAUTS-DE-FRANCE
HÔTEL,3 étoiles,HÔTEL LE TEINCHURIER,7 avenue du teinchurier,19100,BRIVE-LA-GAILLARDE,0555864500,leteinchurier@wanadoo.fr,http://www.hotel-brive-la-gaillarde.com,80,40,,,,"45.147099,1.480926",CORREZE,NOUVELLE-AQUITAINE
HÔTEL,3 étoiles,HÔTEL LA CLEF DES CHAMPS,"40 Taille de mas du château, avenue de joux plane",74110,MORZINE,0450791013,hotel@laclefdeschamps.com,http://www.clefdeschamps.com,85,30,,,,"46.185819,6.697098",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,5 étoiles,LE GRAND HÔTEL DES THERMES,100 Boulevard Hébert,35400,SAINT-MALO,0299407575,reception@thalassotherapie.com,http://www.thalassotherapie.com,336,174,,,,"48.657921,-1.999138",ILLE-ET-VILAINE,BRETAGNE
HÔTEL,3 étoiles,BEST HÔTEL,138 rue des pâquerettes,74960,CRAN-GEVRIER,0450674234,annecybesthotel@gmail.com,www.besthotel.fr,321,67,,,,"45.900595,6.100315",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,HÔTEL LE ROI SOLEIL AMNÉVILLE LES THERMES,bois de coulange,57360,AMNÉVILLE,0387401515,amneville-les-thermes@hotel-roi-soleil.com,http://www.hotel-roi-soleil.com/hotel/hotel-amneville-les-thermes/,208,104,,,,"49.243606,6.127001",MOSELLE,GRAND EST
HÔTEL,3 étoiles,HÔTEL MIRAMAR,167 Avenue Bougearel,6140,VENCE,0493580132,contact@hotel-miramar-vence.com,http://www.hotel-miramar-vence.com,39,18,,,,"43.721326,7.119002",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,2 étoiles,HÔTEL BOURGNEUF,3 rue du Bourgneuf Rue de la bastide,64160,MORLAÀS,0559334402,courbet.daniel@wanadoo.fr,www.hotel-bourgneuf.com,26,12,,,,"43.347852,-0.261847",PYRENEES-ATLANTIQUES,NOUVELLE-AQUITAINE
HÔTEL,3 étoiles,HÔTEL IBIS PARIS PORTE DE BRANCION PARC DES EXPOSITIONS 15E,105 RUE BRANCION,75015,PARIS,0156566230,fabien.olivier@accor.com,http://www.accorhotels.com/fr/hotel-1936-ibis-paris-porte-de-brancion-parc-des-expositions/index.shtml,137,69,,,,"48.830331,2.302044",PARIS,ILE-DE-FRANCE
HÔTEL,4 étoiles,HOTEL LE PETIT PALAIS NICE,17 AVENUE EMILE BIECKERT,6000,NICE,0493621911,reservation@petitpalaisnice.com,http://www.petitpalaisnice.fr,51,25,,,,"43.705642,7.27479",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,3 étoiles,HÔTEL RESTAURANT LE TRÈFLE,38/40 route d'espagne,31120,PORTET-SUR-GARONNE,0562200260,hotel.trefle@wanadoo.fr,http://www.hotel-le-trefle.com,91,42,,,,"43.544251,1.417117",HAUTE-GARONNE,OCCITANIE
HÔTEL,3 étoiles,HÔTEL CAMPANILE BORDEAUX NORD LE LAC,Centre hôtelier du lac rue du Petit Barail,33300,BORDEAUX,0556395454,manager.bordeaux.lelac@campanile.fr,https://www.campanile.com/fr/hotels/campanile-bordeaux-nord-le-lac,272,136,,,,"44.890186,-0.564519",GIRONDE,NOUVELLE-AQUITAINE
HÔTEL,2 étoiles,HÔTEL PREMIÈRE CLASSE,6 rue sainte colombe - za fontaine d'azon,89100,SAINT-CLÉMENT,0386643279,sens@premiereclasse.fr,http://www.premiereclasse.com,177,78,,,,"48.224796,3.281482",YONNE,BOURGOGNE-FRANCHE-COMTE
HÔTEL,4 étoiles,HÔTEL MANOIR LE ROURE,Domaine le Roure route de Saint Paul,26780,CHÂTEAUNEUF-DU-RHÔNE,0475909364,contact@domaine-le-roure.com,http://www.domaine-le-roure.com/,20,10,,,,"44.510872,4.757146",DROME,AUVERGNE-RHONE-ALPES
HÔTEL,3 étoiles,HÔTEL IBIS VICHY,1 AVENUE VICTORIA,3200,VICHY,0470305353,h1514@accor.com,http://www.accorhotels.com/fr/hotel-1514-ibis-vichy/index.shtml,220,106,,,,"46.127699,3.420116",ALLIER,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,HÔTEL LA VILLE EN PIERRE,1 BOULEVARD ROGER DODIN,35136,SAINT-JACQUES-DE-LA-LANDE,0299311531,contact@hotel.villeenpierre.com,http://www.hotel.villenpierre.com/,70,35,,,,"48.089056,-1.706019",ILLE-ET-VILAINE,BRETAGNE
HÔTEL,2 étoiles,LE BEFFROY GOURMAND,13 PLACE JACQUES CHARTIER,18130,DUN-SUR-AURON,0248596169,christine.beffroy@gmail.com,www.hotel-le-beffroy-gourmand.fr,18,9,,,,"46.884453,2.571688",CHER,CENTRE-VAL DE LOIRE
HÔTEL,3 étoiles,HÔTEL IBIS PARIS CONVENTION 15ÈME,5 RUE EUGèNE GIBEZ,75015,PARIS,0148286314,H3267-GM@ACCOR.COM,www.ibis.com,90,48,,,,"48.835887,2.294978",PARIS,ILE-DE-FRANCE
HÔTEL,5 étoiles,HÔTEL JULES CÉSAR,9 boulevard des lices,13104,ARLES,0490525252,reservation@julescesar.fr,http://www.hotel-julescesar.fr/fr/index.php,110,52,,,,"43.555486,4.730563",BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,2 étoiles,HÔTEL BELLEVUE,Route du Lac Chambon,63790,CHAMBON-SUR-LAC,0473886106,lachotelbellevue@orange.fr,http://www.lachotelbellevue.com/,60,25,,,,"45.574047,2.919647",PUY-DE-DOME,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,HÔTEL DU COMMERCE,4 GRANDE RUE,25510,PIERREFONTAINE-LES-VARANS,0381561050,hotelducommerce.pierrefontaine@wanadoo.fr,www.hotelrestaurantducommerce25plv.fr,20,10,,,,"47.215538,6.540223",DOUBS,BOURGOGNE-FRANCHE-COMTE
HÔTEL,2 étoiles,ARUM HÔTEL,63 route de Limoges,63870,ORCINES,0473622629,hotellerie.pichon@wanadoo.fr,http://www.hotel-arum.eu,50,17,,,,"45.786444,3.012346",PUY-DE-DOME,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,HÔTEL CAMPANILE NEVERS NORD VARENNES-VAUZELLES,6 RUE LOUISE MICHEL,58640,VARENNES-VAUZELLES,0386930258,manager.nevers.varennesvauzelles@campanile.fr,https://www.campanile.com/fr/hotels/campanile-nevers-nord-varennes-vauzelles,92,46,,,,"47.015769,3.150795",NIEVRE,BOURGOGNE-FRANCHE-COMTE
HÔTEL,3 étoiles,HÔTEL LA VILLA NICE PROMENADE,11 RUE SAINT-PHILIPPE,6000,NICE,0493445404,contact@hotel-villa-nice.com,http://www.hotel-villa-nice.com,76,38,,,,"43.694762,7.255299",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,3 étoiles,HÔTEL GAVARNI,5 rue gavarni,75016,PARIS,0145245282,reservation@gavarni.com,www.gavarni.com,48,25,,,,"48.858682,2.282736",PARIS,ILE-DE-FRANCE
HÔTEL,2 étoiles,HOSTELLERIE GÉRAUD DE GRAVES,1 les Allées,33490,VERDELAIS,0557983490,hostellerie.verdelais@gmail.com,www.hostelleriegerauddegraves.com,39,17,,,,"44.58824,-0.249433",GIRONDE,NOUVELLE-AQUITAINE
RÉSIDENCE DE TOURISME,2 étoiles,RÉSIDENCE MIRADOUR,avenue MILLES LACROIX,40100,DAX,0558567777,frederic.lebel@thermadax.fr,http://www.thermadax.fr,150,,,60,,"43.710748,-1.057319",LANDES,NOUVELLE-AQUITAINE
RÉSIDENCE DE TOURISME,3 étoiles,VICTORIA GARDEN,Arène Cros Baie des Anges,13600,LA CIOTAT,0442088585,vgciotat.reception@victoriagarden.com,www.victoriagarden.com,260,,,46,,"43.191479,5.650149",BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE D'AZUR
RÉSIDENCE DE TOURISME,3 étoiles,CLUB BELAMBRA - LES CHENES VERTS,3235 ROUTE DE LA CORNICHE,83700,SAINT-RAPHAEL,0494821800,laetitia.lebell@belambra.fr,www.belambra.fr,569,,,133,,"43.422278,6.828785",VAR,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,2 étoiles,HÔTEL DE FRANCE ET DU PETIT PRINCE,4 rue pasteur,22370,PLÉNEUF-VAL-ANDRÉ,0296722252,contact@pleneuf-hoteldefrance.com,http://pleneuf-hoteldefrance.com/,38,15,,,,"48.584424,-2.537475",COTES-D'ARMOR,BRETAGNE
PARC RÉSIDENTIEL DE LOISIRS,4 étoiles,DOMAINE D'ESCAPA,à clarens,32300,ESTIPOUY,0562593751,info@roulottes-escapa.com,http://www.domaine-escapa.com,,,38,,,"43.561305,0.384743",GERS,OCCITANIE
HÔTEL,3 étoiles,BRIT HÔTEL FLEUR DE RHUYS THEIX,Route de Tréffléan,56450,THEIX,0297267740,fleurderhuys@brithotel.fr,www.brithotel.fr,80,40,,,,"47.629409,-2.648963",MORBIHAN,BRETAGNE
HÔTEL,3 étoiles,LA CARAVELLE,5314 ROUTE DES LACS,40600,BISCARROSSE,0558098267,lacaravelle.40@wanadoo.fr,http://www.lacaravelle.fr,22,11,,,,"44.440783,-1.191866",LANDES,NOUVELLE-AQUITAINE
RÉSIDENCE DE TOURISME,2 étoiles,CLUB ALPINA,Les hauts du Crey,73350,CHAMPAGNY-EN-VANOISE,0479550459,club.alpina@wanadoo.fr,www.clubalpina.com,130,,,24,,"45.456387,6.693322",SAVOIE,AUVERGNE-RHONE-ALPES
RÉSIDENCE DE TOURISME,2 étoiles,VILLA BELLAGIO VITRY SUR SEINE,1 AVENUE EUGèNE PELLETAN,94400,VITRY-SUR-SEINE,0146821747,VBVITRY@DGMAIL.FR,www.villabellagio.fr,120,,,86,,"48.792502,2.386206",VAL-DE-MARNE,ILE-DE-FRANCE
RÉSIDENCE DE TOURISME,5 étoiles,RÉSIDENCE KOH-I-NOR,Rue du Gebroulaz,73400,VALTHORENS,04.79.39.02.90,info@chaletdesneiges.com,www.chaletdesneiges.com,154,,,35,,"45.753755,6.423865",SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,3 étoiles,HÔTEL BORDERAN,3190 ROUTE DU COL DES ARAVIS,74220,LA CLUSAZ,0450024326,hotel.borderan@wanadoo.fr,http://www.hotel-borderan.com,41,15,,,,"45.886083,6.433352",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,4 étoiles,HÔTEL LE MARCEL,11 rue du 8 Mai 1945,75010,PARIS,0140709091,julien.gau@cible-expansion.com,http://www.lemarcelhotel.com,68,28,,,,"48.876189,2.357295",PARIS,ILE-DE-FRANCE
HÔTEL,4 étoiles,HÔTEL HOWARD PARIS ORLY,4 avenue Paul Vaillant Couturier,91550,PARAY-VIEILLE-POSTE,0160487700,contact@howardhotelorly.com,www.howardhotelorly.com,148,74,,,,"48.713098,2.370536",ESSONNE,ILE-DE-FRANCE
HÔTEL,3 étoiles,HÔTEL IBIS STYLES ALBI CENTRE LE THÉATRO,48 Place Jean Jaurès,81000,ALBI,0563430303,h9887@accor.com,http://www.ibis.com,280,76,,,,"43.924995,2.148854",TARN,OCCITANIE
HÔTEL,3 étoiles,HÔTEL DE LA TERRASSE,64 route de Vasterival,76119,VARENGEVILLE-SUR-MER,0235851254,FRANCOIS.DELAFONTAINE@WANADOO.FR,http://www.hotel-restaurant-la-terrasse.com/,48,21,,,,"49.91136,0.97162",SEINE-MARITIME,NORMANDIE
HÔTEL,4 étoiles,HÔTEL LES SHERPAS,rue du jardin alpin,73120,COURCHEVEL,0479080255,info@hotel-les-sherpas.com,http://hotel-les-sherpas.com/,80,37,,,,"45.408296,6.633535",SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,3 étoiles,HÔTEL BRISTOL,37/39 rue Antoine Gadaud,24000,PÉRIGUEUX,0553087590,hotel@bristolfrance.com,http://www.bristolfrance.com,64,29,,,,"45.187713,0.716997",DORDOGNE,NOUVELLE-AQUITAINE
HÔTEL,5 étoiles,LES GRANDES ALPES PRIVATE HÔTEL & SPA,1 RUE DE L’ÉGLISE,73120,COURCHEVEL,0479000000,contact@grandesalpes.com,http://grandesalpes.com/fr/,60,9,,,,"45.414426,6.635117",SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,3 étoiles,HÔTEL LE QUETZAL,216 allée des jardins,34280,LA GRANDE-MOTTE,0467566110,contact@hotel-quetzal.com,http://www.hotel-quetzal.com,110,52,,,,"43.560366,4.091721",HERAULT,OCCITANIE
HÔTEL,4 étoiles,HÔTEL THALAZUR PORT-CAMARGUE,227 ROUTE DES MARINES,30240,LE GRAU-DU-ROI,0466736060,reception@hotel-bainscamargue.com,https://www.thalazur.fr/thalasso-port-camargue/?utm_campaign=googlemaps&utm_source=google&utm_medium=organic,231,87,,,,"43.518062,4.126392",GARD,OCCITANIE
HÔTEL,2 étoiles,HÔTEL NORD ET CHAMPAGNE,11 RUE CHABROL,75010,PARIS,0147700677,contact@hotel-nordetchampagne.com,http://www.hotel-nordetchampagne.com,94,43,,,,"48.876553,2.354912",PARIS,ILE-DE-FRANCE
HÔTEL,4 étoiles,GRAND ATLANTIC HÔTEL,14-16 Avenue de la république,33120,ARCACHON,0524046030,contact@grandatlantichotel.fr,http://www.grandatlantichotel.fr,116,55,,,,"44.657893,-1.153673",GIRONDE,NOUVELLE-AQUITAINE
HÔTEL,4 étoiles,HÔTEL CALIFORNIA,16 rue de Berri,75008,PARIS,0143599300,cal@hroy.com,http://www.leshotelsduroy.com/fr/hotel-california,390,172,,,,"48.872768,2.304926",PARIS,ILE-DE-FRANCE
RÉSIDENCE DE TOURISME,4 étoiles,RÉSIDENCE CARAÏBES BONHEUR,ZAC PETIT BAS VENT,97126,DESHAIES,0590285835,contact@caraibes-bonheur.com,www.caraibes-bonheur.com,102,,,23,,"16.345638,-61.773588",GUADELOUPE,GUADELOUPE
HÔTEL,3 étoiles,HÔTEL DEVILLAS,4 BOULEVARD SAINT-MARCEL,75005,PARIS,0143313750,info@hoteldevillas.com,http://www.hoteldevillas.com,83,40,,,,"48.839998,2.361275",PARIS,ILE-DE-FRANCE
HÔTEL,3 étoiles,PARK HÔTEL,4 AVENUE ANATOLE MANCEAU,49300,CHOLET,0241626545,hotel.parc.cholet@wanadoo.fr,http://www.park-hotel-cholet.fr,201,72,,,,"47.054725,-0.879273",MAINE-ET-LOIRE,PAYS DE LA LOIRE
HÔTEL,3 étoiles,HÔTEL LE MONAL,route de val d'isère,73640,SAINTE-FOY-TARENTAISE,0479069007,reception@le-monal.com,http://le-monal.com,54,19,,,,"45.589246,6.882513",SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,5 étoiles,HÔTEL CHAMPS ELYSÉES PLAZA,35 rue de Berri,75008,PARIS,0153532020,reservation@champselyseesplaza.com,http://www.champs-elysees-plaza.com,78,35,,,,"48.873646,2.306252",PARIS,ILE-DE-FRANCE
HÔTEL,3 étoiles,HÔTEL A L'AGNEAU,16 grand rue,68230,KATZENTHAL,0389809025,contact@agneau-katzenthal.com,www.agneau-katzenthal.com,25,11,,,,"48.107905,7.282722",HAUT-RHIN,GRAND EST
HÔTEL,3 étoiles,HÔTEL IBIS VERSAILLES PARLY 2,44 avenue Dutartre    LP 500,78150,LE CHESNAY,0139633793,h0939-gm@accor.com,http://www.accorhotels.com/fr/hotel-0939-ibis-versailles-parly-2/index.shtml,159,72,,,,"48.826384,2.118942",YVELINES,ILE-DE-FRANCE
RÉSIDENCE DE TOURISME,4 étoiles,RÉSIDENCE VIA MARE,Lieu-dit Foce Bacca,20144,SAINTE-LUCIE-DE-PORTO-VECCHIO,0495560616,meoni@wanadoo.fr,www.via-mare.com,200,,,37,,,,
HÔTEL,4 étoiles,HÔTEL DE SILHOUETTE,30 rue gambetta,64200,BIARRITZ,0559249382,reservations@hotelsilhouette.com,http://www.hotelsilhouette.com,42,21,,,,"43.481058,-1.563154",PYRENEES-ATLANTIQUES,NOUVELLE-AQUITAINE
HÔTEL,2 étoiles,ATOLL HÔTEL,923 BOULEVARD DE LA MER,83600,FRÉJUS,0494515377,atollhotel@wanadoo.fr,http://www.atollhotel.fr,80,33,,,,"43.421354,6.743633",VAR,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,4 étoiles,HÔTEL ÉLYSÉES MERMOZ,30 rue Jean Mermoz,75008,PARIS,0142257530,hotel@emhotel.com,http://www.emhotel.com,65,27,,,,"48.871532,2.312137",PARIS,ILE-DE-FRANCE
HÔTEL,3 étoiles,HÔTEL CAMPANILE ORLÉANS CENTRE GARE,40 rue de la république,45000,ORLÉANS,0238532464,orleans.centre@campanile.fr,https://www.campanile.com/fr/hotels/campanile-orleans-centre-gare,95,47,,,,"47.906153,1.90507",LOIRET,CENTRE-VAL DE LOIRE
HÔTEL,2 étoiles,HÔTEL LE GENÈVE,319 boulevard georges clémenceau,63150,LA BOURBOULE,0473810485,hotel.le.geneve@cegetel.net,http://www.hotel-geneve-bourboule.fr/,15,6,,,,"45.58913,2.741753",PUY-DE-DOME,AUVERGNE-RHONE-ALPES
HÔTEL,4 étoiles,LYON MARRIOTT HOTEL CITÉ INTERNATIONALE,70 quai Charles de Gaulle,69006,LYON,0478175050,reservations@marriottlyon.com,http://www.marriott.fr/hotels/travel/lysmc-lyon-marriott-hotel-cit%E9-internationale/,612,204,,,,"45.784864,4.852921",RHONE,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,HOTEL RESTAURANT DU MIDI,34 BOULEVARD GAMBETTA,31250,REVEL,0561835050,contact@hotelrestaurantdumidi.com,http://www.hotelrestaurantdumidi.com,36,17,,,,"43.459843,2.005723",HAUTE-GARONNE,OCCITANIE
HÔTEL,2 étoiles,HÔTEL B&B MARNE-LA-VALLÉE BUSSY-SAINT-GEORGES,6 avenue Marie Curie,77600,BUSSY-SAINT-GEORGES,0892707584,bb_4709@hotelbb.com,www.hotelbb.com,410,130,,,,"48.832229,2.703649",SEINE-ET-MARNE,ILE-DE-FRANCE
HÔTEL,3 étoiles,LE MAS DES GRÈS,"1651, RD 901, Four à Chaux, Isle sur la Sorgue",84800,LAGNES,0490203285,info@masdesgres.com,http://www.masdesgres.com,39,14,,,,,,
HÔTEL,2 étoiles,HÔTEL LE LOGIS DAUPHINOIS,11 Avenue Jean Jaures,38150,ROUSSILLON,0474297220,lelogisdauphinois@hotmail.fr,http://www.hotel-lelogisdauphinois.fr/,36,18,,,,"45.36339,4.802274",ISERE,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,HÔTEL RELAIS DE LA RIBEYRIE,74 route de Périgueux,24100,LEMBRAS,05.53.27.01.92,relais.ribeyrie@wanadoo.fr,http://www.relais-de-la-ribeyrie.com/,21,8,,,,"44.886649,0.545358",DORDOGNE,NOUVELLE-AQUITAINE
HÔTEL,2 étoiles,COMFORT HÔTEL,694 A Rue des Vareys,1440,VIRIAT,0474141030,Comforthotelbourg01@orange.fr,http://www.comfortinn.com/fr/hotel-viriat-france-FR043,90,41,,,,"46.221651,5.205219",AIN,AUVERGNE-RHONE-ALPES
HÔTEL,4 étoiles,HÔTEL LES 3 BARBUS,route de mialet,30140,GÉNÉRARGUES,0466617212,les3barbus@live.fr,http://www.les3barbus.fr,22,10,,,,"44.079798,3.97633",GARD,OCCITANIE
HÔTEL,4 étoiles,HÔTEL VATEL SPA,140 rue vatel,30900,NÎMES,0466625757,info@hotelvatel.fr,http://www.hotelvatel.fr/fr/nimes,100,46,,,,"43.820624,4.319105",GARD,OCCITANIE
HÔTEL,3 étoiles,HÔTEL LA PÊCHERIE,7 PLACE DU 6 JUIN,14470,COURSEULLES-SUR-MER,0231374584,pecherie@wanadoo.fr,http://www.la-pecherie.fr/,16,7,,,,"49.334713,-0.457416",CALVADOS,NORMANDIE
HÔTEL,5 étoiles,HÔTEL PARC VICTORIA,5 rue Cèpé,64500,SAINT-JEAN-DE-LUZ,0559267878,parcvictoria@relaischateaux.com,http://www.parcvictoria.com,41,20,,,,"43.396355,-1.656587",PYRENEES-ATLANTIQUES,NOUVELLE-AQUITAINE
HÔTEL,3 étoiles,HÔTEL IBIS LONGWY MEXY,RUE DU CHÂTEAU D'EAU,54135,MEXY,0382231419,h2051@accor.com,http://www.accorhotels.com/fr/hotel-2051-ibis-longwy-mexy/index.shtml,134,62,,,,"49.500721,5.791005",MEURTHE-ET-MOSELLE,GRAND EST
HÔTEL,2 étoiles,HÔTEL LA CHAUMIÈRE,76 QUAI FARCONNET,7300,TOURNON-SUR-RHÔNE,0475080778,hotelrestlachaumiere@live.fr,http://hotelrestaurantlachaumiere.wifeo.com,20,7,,,,"45.068758,4.830254",ARDECHE,AUVERGNE-RHONE-ALPES
HÔTEL,3 étoiles,HÔTEL CROIX BLANCHE,81 RUE JOSEPH VALLOT,74400,CHAMONIX-MONT-BLANC,0450531602,reservation@croixblanchechamonix.com,"http://www.chamonix.com/hotel-la-croix-blanche,113-142025,fr.html",95,35,,,,"45.924213,6.86974",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,HÔTEL LES FLOCONS,le sauze Centre station,4400,ENCHASTRAYES,0492810503,contact@les-flocons.com,http://www.les-flocons.com/home.html,48,17,,,,"44.370822,6.682266",ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,3 étoiles,HÔTEL CARLINE,12 rue Yves Bertrand Burgalat,21200,BEAUNE,0380227958,contact@carline-beaune.com,http://www.carline-beaune.com,85,41,,,,"47.010334,4.844344",COTE-D'OR,BOURGOGNE-FRANCHE-COMTE
HÔTEL,2 étoiles,HÔTEL L'ASTRÉE,2 chemin du bout du monde,42110,FEURS,0477265466,hotel.astree@range.fr,http://www.hotel-astree-feurs.com/,31,15,,,,"45.74451,4.231048",LOIRE,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,HÔTEL RESTAURANT LE CREUSOT,2 Rue de la Verrerie,71200,LE CREUSOT,0385803202,lecreusothotel@gmail.com,http://lecreusot-hotel.com/,34,16,,,,"46.805531,4.420515",SAONE-ET-LOIRE,BOURGOGNE-FRANCHE-COMTE
HÔTEL,3 étoiles,HÔTEL TERMINUS MONTPARNASSE,59 boulevard du Montparnasse,75006,PARIS,0145489910,hotel@terminusmontparnasse.com,www.terminusmontparnasse.com,123,63,,,,"48.844298,2.323295",PARIS,ILE-DE-FRANCE
HÔTEL,3 étoiles,HÔTEL MEDIAN PARIS CONGRÈS,6/8 BOULEVARD DE DOUAUMONT,75017,PARIS,0147560400,median-paris-congres@jjwhotels.com,http://www.medianhotels.fr/hotel-median-paris-congres,353,170,,,,"48.896078,2.307976",PARIS,ILE-DE-FRANCE
VILLAGE DE VACANCES,3 étoiles,LE DOMAINE DU ROC NANTAIS,FAUBOURG BAS,12230,NANT,0565584600,rocnantais@orange.fr,-,180,,,,78,"44.018786,3.304545",AVEYRON,OCCITANIE
HÔTEL,2 étoiles,HÔTEL LE CHATELLIER,Route de Saint-Malo,35260,CANCALE,0223151381,contact@hotellechatellier.com,http://www.hotellechatellier.com,29,13,,,,"48.678188,-1.854851",ILLE-ET-VILAINE,BRETAGNE
HÔTEL,4 étoiles,HÔTEL BOSCOLO B4 NICE PLAZA,12 AVENUE DE VERDUN,6000,NICE,04.93.16.75.71,reservation@plaza.boscolo.com,http://www.boscoloplazanice.com/,359,172,,,,"43.697326,7.269881",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,4 étoiles,L'ERMITAGE HÔTEL CUISINE-À-MANGER,Chemin de l'ermitage,69450,SAINT-CYR-AU-MONT-D'OR,0472196969,contact@ermitage-college-hotel.com,http://www.ermitage-college-hotel.com,57,26,,,,"45.822613,4.821524",RHONE,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,HÔTEL RESTAURANT LE SAINT JEAN,58 rue Maréchal Foch,82500,BEAUMONT-DE-LOMAGNE,0563023102,hotelrestaurantlesaintjean@gmail.com,http://www.hotelrestaurantlesaintjean.fr/,32,14,,,,"43.883303,0.991587",TARN-ET-GARONNE,OCCITANIE
HÔTEL,3 étoiles,HÔTEL DE NORMANDIE,10 rue Saint Étienne,27190,CONCHES-EN-OUCHE,0232300458,normandie.conches@wanadoo.fr,http://www.conches-hotel.com/,34,17,,,,"48.959723,0.94257",EURE,NORMANDIE
HÔTEL,2 étoiles,ACE HÔTEL POITIERS,rue de la maison Coupée,86000,POITIERS,0549004848,poitiers@ace-hotel.com,www.ace-hotel-poitiers.com,150,60,,,,"46.555546,0.396932",VIENNE,NOUVELLE-AQUITAINE
HÔTEL,3 étoiles,COMFORT HÔTEL ALBI,Rue de Bourdes,81000,ALBI,0563472700,albi.comforthotel@orange.fr,http://www.choicehotels.fr/fr/comfort-hotel-albi-albi-hotel-fr023,84,41,,,,"43.921132,2.115369",TARN,OCCITANIE
HÔTEL,3 étoiles,HÔTEL NAPOLÉON,50 bd aristide briand,85000,LA ROCHE-SUR-YON,0251053356,hotel-nap@wanadoo.fr,http://www.hotel-le-napoleon.com,65,29,,,,"46.671315,-1.43286",VENDEE,PAYS DE LA LOIRE
HÔTEL,2 étoiles,HÔTEL RESTAURANT LA CALÈCHE,1 avenue wilson,63122,CEYRAT,0473615060,hotel-la-caleche@wanadoo.fr,http://www.hotel-la-caleche.com,100,10,,,,"45.733249,3.063967",PUY-DE-DOME,AUVERGNE-RHONE-ALPES
HÔTEL,3 étoiles,HÔTEL IBIS MONTÉLIMAR NORD,Route nationale 7 Zone du Pavé,26270,SAULCE-SUR-RHÔNE,0475630960,h0623@accor.com,https://www.accorhotels.com/fr/hotel-0623-ibis-montelimar-nord/index.shtml,153,59,,,,"44.676548,4.795031",DROME,AUVERGNE-RHONE-ALPES
HÔTEL,3 étoiles,HÔTEL ABERÔTEL MONTPARNASSE,24 rue Blomet,75015,PARIS,0140617050,aberotel@wanadoo.fr,http://www.aberotelparishotel.com/fr/,40,28,,,,"48.843263,2.307133",PARIS,ILE-DE-FRANCE
